17	12
39	10
57	5
79	10
95	8
120	9
140	25
157	26
180	25
200	25
220	26
240	24
258	85
275	84
300	86
319	86
335	85
357	85
377	85
400	88
420	90
440	88
458	86
479	89
500	90
520	313
539	315
560	318
578	315
597	315
619	318
638	317
659	321
672	317
700	315
717	315
739	316
750	314
778	320
797	320
815	318
836	322
857	323
878	321
898	322
918	322
939	331
959	321
971	323
992	331
1018	331
1039	1182
1060	1182
1080	1182
1096	1172
1118	1183
1137	1186
1156	1168
1174	1167
1198	1166
1220	1167
1240	1170
1260	1172
1277	1175
1298	1172
1320	1176
1334	1173
1360	1179
1380	1181
1396	1191
1420	1181
1440	1178
1459	1184
1480	1184
1500	1230
1517	1402
1539	1190
1557	1196
1580	1190
1598	1190
1618	1203
1639	1201
1658	1214
1679	1195
1700	1200
1718	1202
1735	1203
1757	1209
1779	1207
1797	1244
1819	1284
1836	1263
1857	1275
1880	1269
1896	1283
1916	1249
1938	1272
1960	1234
1979	1232
1998	1266
2015	1409
2039	1406
2058	5176
2077	5172
2093	5033
2119	5192
2137	5179
2158	5065
2180	5098
2199	5203
2218	5265
2240	5200
2258	5224
2279	5204
2297	5266
2320	5267
2340	5215
2358	5250
2378	5280
2394	5282
2419	5296
2436	5292
2460	5212
2480	5207
2493	5245
2517	5230
2536	5231
2556	5269
2577	5238
2597	5356
2618	5562
2640	5504
2658	5570
2680	5539
2696	5559
2720	5594
2740	5506
2759	5599
2778	5524
2796	5572
2812	5686
2840	5593
2855	5524
2878	5128
2898	5546
2920	5546
2939	5565
2959	5594
2978	5588
2990	5509
3020	5581
3039	5518
3060	5555
3076	5518
3100	5540
3116	5529
3140	5548
3158	5570
3179	5531
3197	5558
3219	5559
3237	5632
3258	5547
3280	5507
3295	5535
3320	5622
3339	5533
3357	5571
3379	5543
3398	5555
3419	5537
3435	5547
3458	5561
3480	5531
3495	5576
3518	5580
3539	5555
3560	5512
3575	5577
3600	5596
3615	5533
3636	5520
3658	5577
3676	5971
3697	5947
3718	5992
3738	5919
3760	5998
3775	5941
3797	5905
3818	5921
3838	5977
3855	5985
3876	5920
3899	5952
3915	5932
3940	5901
3956	5969
3980	5944
3997	5973
4018	5970
4040	5965
4059	5917
4079	5967
4086	5973
4119	21577
4140	21339
4159	21168
4177	21274
4200	21756
4220	21368
4239	22339
4255	21985
4280	21613
4299	21492
4318	21835
4338	21287
4360	21526
4376	21742
4397	21840
4418	21059
4436	21285
4452	21224
4480	21058
4499	21275
4520	21672
4533	21057
4557	21162
4577	21512
4592	21095
4617	21106
4639	21346
4658	21083
4679	21178
4700	21472
4718	21123
4735	21550
4750	21142
4777	21655
4798	21362
4820	21554
4838	21697
4859	23371
4880	21565
4897	21045
4919	21918
4936	21159
4960	21495
4979	21242
4995	21245
5017	21489
5038	21206
5060	21236
5078	21560
5096	21228
5119	21305
5136	21726
5160	21200
5180	21599
5197	21235
5219	21313
5237	21887
5260	21264
5278	21240
5298	21646
5317	21237
5339	21277
5360	21588
5376	21331
5399	21366
5417	21529
5440	21296
5459	21550
5479	21343
5500	21282
5515	21762
5538	21395
5559	21307
5579	21598
5599	21391
5616	21426
5638	21848
5653	21195
5679	21022
5699	21464
5717	21415
5740	21655
5760	21365
5780	21429
5799	21632
5818	21677
5840	21450
5855	21834
5879	21517
5898	22176
5915	21444
5932	21410
5957	21670
5979	21407
6000	21393
6018	21035
6040	21411
6058	21488
6073	21769
6097	21524
6109	21700
6137	21486
6155	21467
6174	21806
6195	21530
6219	21491
6240	22027
6260	21544
6277	21540
6297	21853
6317	21535
6336	21759
6350	21647
6380	21576
6397	21725
6415	21552
6439	21641
6455	21765
6480	21623
6497	21869
6519	21755
6540	21612
6560	21835
6578	21595
6598	21657
6613	21818
6640	21882
6655	21822
6678	21994
6699	21774
6716	22087
6740	21792
6754	21000
