41	2	40	
41	4	9	
41	8	3	
257	2	256	
257	4	16	
257	8	4	
257	16	2	
257	32	15	
257	64	11	
257	128	9	
257	256	3	
65537	2	65536	
65537	4	65281	
65537	8	4096	
65537	16	64	
65537	32	65529	
65537	64	8224	
65537	128	13987	
65537	256	282	
65537	512	15028	
65537	1024	19139	
65537	2048	61869	
65537	4096	54449	
65537	8192	6561	
65537	16384	81	
65537	32768	9	
65537	65536	3	
